E.Colli,Coliform,Arsen,Kromium,Kadmium ,Nitrit,Nitrat,Sianida,Selenium,Alumunium,Besi,Kesadahan,Klorida,Mangan,pH,Seng,Sulfat,Tembaga,Amonia,Chlor,BOD5,COD,Bau,Warna,Kekeruhan,Rasa ,Suhu,TDS,Potabilitas
0,0,"0,005836588293","0,03728370319","0,001971105363","1,218776091","2,430251119","0,008872525443","0,006601623455","0,1459798875","0,1335267563","374,871366","143,1221052","0,2985051174","7,498637592","1,783037421","215,3051548","0,4598649832","0,3983402904","0,5481711544","0,08318557969","5,304509983",Tidak Berbau,11,"2,777550367",Tidak Berasa,"27,2",385,1
0,0,"0,00376056076","0,00816339597","0,0004117149844","1,88659483","47,64993912","0,006612839324","0,007563610947","0,08472330596","0,1415130292","135,4062892","129,0014789","0,06344835409","7,690560862","2,336473436","70,09173836","1,863851876","0,6970955611","0,3918578965","0,6565497253","1,372076083",Tidak Berbau,1,"1,147576297",Tidak Berasa,"27,2",352,1
0,0,"0,002137191384","0,02204884273","0,002401672353","1,067143828","33,26760123","0,003246268003","0,002393443118","0,1516487941","0,1585816611","349,1679553","19,64706341","0,0008983719206","6,668345753","0,9691291358","218,876157","1,124053653","0,6298157886","0,6633399189","0,0337255083","0,3394266624",Tidak Berbau,1,"2,024930587",Tidak Berasa,"26,2",288,1
0,0,"0,003252891359","0,04503825694","0,001443748157","0,2853814081","30,38963217","0,0677950978","0,009524032918","0,1558212851","0,03379520221","471,9319844","139,9647362","0,3435684211","8,252740626","2,064599247","235,606133","1,865165219","1,284913022","0,2759645293","1,314272553","1,400983024",Tidak Berbau,8,"4,383797786",Tidak Berasa,"26,2",256,1
0,0,"0,008379446563","0,01234462021","0,002308741957","2,327009067","1,147715217","0,03413471626","0,009670357665","0,03292475238","0,04097143544","396,5140373","49,23701186","0,2748428169","7,208638897","1,122254838","177,8802324","0,6854356126","0,4622978822","0,3765818334","1,445667009","2,408825208",Tidak Berbau,13,"4,925301627",Tidak Berasa,"27,2",278,1
0,0,"0,005912050742","0,02405137128","0,00110257739","1,867260439","5,020800334","0,02814181601","0,006494529956","0,163775236","0,07057644459","314,5441435","50,58775263","0,07541988772","8,253307637","0,9943672113","228,6858291","1,099580035","0,8328890339","0,8664508678","1,283818292","4,579417709",Tidak Berbau,4,"2,018765273",Tidak Berasa,"26,2",351,1
0,0,"0,003914443111","0,01519734984","0,0002877750955","1,8483172","7,909179176","0,06658981061","0,0006883699553","0,04621507217","0,07268143813","361,6724009","26,90303698","0,253076422","7,559529404","2,131249306","158,1226638","1,691253136","1,432904274","0,7709047418","1,369486048","0,373645893",Tidak Berbau,11,"0,6847680106",Tidak Berasa,"26,2",332,1
0,0,"0,006964548366","0,0275257476","0,0004259688759","2,854000994","32,5842128","0,00273776224","0,002237378911","0,1206252317","0,03780745052","78,00704191","159,2733683","0,2081798251","7,294322563","1,748844494","162,037776","0,98664949","1,476451164","0,8295114843","0,7155795627","1,488420025",Tidak Berbau,9,"4,842692675",Tidak Berasa,"27,2",111,1
0,0,"0,005201667835","0,04786809018","0,0005870643217","1,889739181","48,45132142","0,06416947943","0,0005269602671","0,1893429863","0,03683757313","235,9292688","69,53169282","0,05095651033","7,216376662","0,0679013129","193,6216724","0,9595567953","1,10791371","0,8693655994","0,9777643916","1,092037879",Tidak Berbau,12,"0,203037861",Tidak Berasa,"28,2",483,1
0,0,"0,001050830784","0,02704559398","0,0008916211475","0,03874125137","6,5294023","0,03280827555","0,004505366859","0,09739083764","0,01378453595","287,1253341","115,499838","0,08803922256","7,576516972","0,1751839579","24,90874271","1,708521564","0,5127803445","0,8433352973","0,08625396741","0,051069446",Tidak Berbau,3,"0,9856650778",Tidak Berasa,"25,2",33,1
0,0,"0,009987158159","0,0279951458","0,00297190512","2,859815737","27,16373067","0,01029367634","0,0002245977803","0,05782847933","0,0674613471","230,6380265","16,39256547","0,3184747302","7,940382553","0,711750225","197,3701479","0,1251640158","0,9026514118","0,8309041055","0,1844207825","4,202815602",Tidak Berbau,10,"1,615148839",Tidak Berasa,"25,2",415,1
0,0,"0,008393982236","0,03343137657","0,0000676984629","0,6175022673","9,940780321","0,03474792372","0,009754288844","0,08704860192","0,1454562927","85,15429356","64,93192649","0,05221265172","8,022928342","1,453639342","233,7559446","1,185431156","0,4785454689","0,2182546825","1,259789642","5,374112269",Tidak Berbau,4,"1,95002708",Tidak Berasa,"25,2",260,1
0,0,"0,002494622425","0,02968897373","0,001046158804","1,874092765","34,16700813","0,06306208312","0,005877122455","0,1138894993","0,0623163049","228,4260652","110,7088189","0,2689394206","7,242684081","0,2433654555","162,1849306","0,9163048476","0,9595128839","0,8086888216","0,6524991359","4,031877687",Tidak Berbau,10,"1,675362473",Tidak Berasa,"26,2",94,1
0,0,"0,007704455637","0,008330469604","0,002868875858","2,042091466","5,635163625","0,03227124717","0,001090625719","0,06114961767","0,2289822038","199,2581335","132,1386877","0,1291594431","6,975172188","2,118131153","70,8191107","0,2703214719","0,2443412073","0,4875934404","1,469355323","0,486609382",Tidak Berbau,4,"2,869294019",Tidak Berasa,"26,2",414,1
0,0,"0,004827534575","0,03109608229","0,001169884131","0,9717599303","47,31720615","0,05077467727","0,009181318632","0,05000663731","0,1679043508","127,1107949","145,0775433","0,04893614525","6,882893421","1,373117177","110,9329419","0,8475424633","0,2445194938","0,4960133948","0,7715716006","2,242950161",Tidak Berbau,3,"4,416532773",Tidak Berasa,"27,2",441,1
0,0,"0,003527565773","0,01408140043","0,002493057872","1,357208368","47,42595367","0,04453182541","0,004845651864","0,03178511933","0,03516439856","209,9723646","242,6404301","0,2327114675","6,830067161","2,06866991","141,7701734","1,253031561","0,8247626926","0,8943505429","0,687620921","4,762937518",Tidak Berbau,6,"4,243851735",Tidak Berasa,"27,2",494,1
0,0,"0,008018632853","0,02206160708","0,001776416032","1,886267712","41,77056647","0,04830483078","0,002097663115","0,1486735043","0,04200710058","463,7859622","36,5590324","0,2568118458","8,346058156","2,428059957","5,954782652","0,3446719649","0,7675945496","0,4491997533","0,7737000303","3,355688246",Tidak Berbau,11,"1,547212162",Tidak Berasa,"26,2",366,1
0,0,"0,00110565595","0,02501794804","0,002538242779","1,294404867","25,52056624","0,01404747968","0,006935840193","0,04219017113","0,008209015138","459,0471891","67,39973075","0,158964932","7,603508264","0,8603795986","149,2558704","1,524352568","0,9813120032","0,776971995","1,172001556","0,3510900019",Tidak Berbau,0,"4,595428971",Tidak Berasa,"27,2",283,1
0,0,"0,00437052806","0,03491821062","0,001685322888","1,491076306","38,08977341","0,05717002799","0,001687461833","0,1064749577","0,1802738443","183,5999355","207,1939755","0,3147626219","8,373441473","1,734670815","5,237844095","1,357012473","0,9039048993","0,4556920308","0,8674872862","1,015414557",Tidak Berbau,10,"4,969880614",Tidak Berasa,"27,2",344,1
0,0,"0,004236095426","0,04385299765","0,002294547074","0,4997678514","35,99924343","0,01158226504","0,001155957022","0,1848836274","0,1142591172","295,7962025","112,3473692","0,0244765546","8,362256873","0,8505212904","183,6332114","1,080066007","0,9934877383","0,5627766964","0,6836510287","1,47840334",Tidak Berbau,4,"3,256131933",Tidak Berasa,"26,2",105,1
0,0,"0,003377988329","0,02376204585","0,001623426801","2,771240744","25,68902598","0,06075073757","0,0002523506433","0,1861226465","0,1746041773","134,7066828","99,79091984","0,004593418078","8,428896168","0,2275865032","154,7467352","0,9590778635","0,8762381709","0,2749631842","1,405279403","3,868028108",Tidak Berbau,2,"4,000735666",Tidak Berasa,"26,2",426,1
0,0,"0,005483416415","0,03451219903","0,002178446787","0,5213634928","14,17176261","0,04868977633","0,0004607271474","0,119665615","0,1382415439","57,80893494","107,9088639","0,07758600647","8,4499497","1,540009149","177,5302842","1,657725303","0,1675294014","0,6827686919","0,8697317642","0,7779674682",Tidak Berbau,13,"2,661582027",Tidak Berasa,"26,2",127,1
0,0,"0,006110851042","0,01840143916","0,00265822161","0,2154779338","44,31003388","0,06721529545","0,009701630143","0,1323832066","0,06876876898","2,043918023","187,5711215","0,07256242989","6,696815757","2,536319638","167,5035607","0,6505603704","1,28927003","0,6489152863","0,1222403339","5,291322109",Tidak Berbau,14,"4,618892185",Tidak Berasa,"27,2",229,1
0,0,"0,006154004534","0,03122135917","0,002864481765","0,2865734916","31,28663732","0,05955593576","0,002609744677","0,159445595","0,2861878286","260,8287345","208,1163721","0,007894927441","7,804639608","1,13502387","228,5784384","1,813567158","1,460634232","0,6617443567","1,652112491","1,209475089",Tidak Berbau,3,"1,364869853",Tidak Berasa,"27,2",181,1
0,0,"0,006499636537","0,005443609365","0,0007796680556","2,927592356","48,2981059","0,06087827582","0,008659578464","0,1004361399","0,09310262926","276,3615177","145,9626136","0,1088770235","6,948835172","0,2897226454","246,5111872","1,540648683","1,353202348","0,4485375992","0,09693100876","3,223392695",Tidak Berbau,12,"0,785643389",Tidak Berasa,"27,2",313,1
0,0,"0,009151189898","0,01889262307","0,0004980390917","2,077802062","39,44429842","0,01595026136","0,00004598261171","0,1747943871","0,1311643451","214,535479","122,1309207","0,1896458892","7,931331231","2,31242638","68,32073045","0,6889341819","0,8564913053","0,5104457201","0,4398707556","3,454169636",Tidak Berbau,3,"3,607733433",Tidak Berasa,"27,2",195,1
0,0,"0,003568230112","0,006588224811","0,001459938732","2,550935104","7,966607712","0,04798124329","0,001796458149","0,1271966567","0,1583742046","118,7261807","140,0803603","0,3580749012","7,910009841","0,7026101977","209,6960957","1,515949131","1,068787611","0,5486018814","0,5912414319","5,414898222",Tidak Berbau,5,"4,358295385",Tidak Berasa,"26,2",332,1
0,0,"0,007964873839","0,04316264107","0,002299762998","1,146343964","17,91697311","0,06057880658","0,003099630061","0,09396553527","0,2285562716","317,2518958","228,7695817","0,321790914","8,420283878","0,3440857923","93,00172232","0,0165909694","1,163312045","0,7121758766","0,3839520768","4,781924509",Tidak Berbau,13,"0,7723089003",Tidak Berasa,"26,2",267,1
0,0,"0,001895202794","0,04039932744","0,001308064616","1,049576578","8,215133994","0,01823576545","0,005850329842","0,07226087467","0,1682028518","166,0715823","187,5756522","0,3946568866","8,032764748","1,325720095","145,7629561","1,162947759","1,320054289","0,5185278534","1,729047966","3,474359047",Tidak Berbau,9,"2,824291116",Tidak Berasa,"27,2",382,1
0,0,"0,002161839355","0,03872709596","0,00174042663","2,876571188","36,58499164","0,004724421512","0,006386162035","0,04020490996","0,1784088205","221,1245157","104,8707092","0,1509965793","6,612586261","1,423678769","78,81177816","1,915219083","0,9130134745","0,4774353306","1,249656124","5,295418991",Tidak Berbau,14,"3,751345913",Tidak Berasa,"27,2",162,1
0,0,"0,001084359943","0,02981078707","0,002908814847","2,744120356","35,87419311","0,06237622832","0,00796024432","0,1757277843","0,1797246293","10,81156718","142,2285551","0,1121391094","6,68637306","2,538734824","133,5306447","1,624557537","0,2416544014","0,9641483997","0,02472771221","1,63664547",Tidak Berbau,2,"3,33681092",Tidak Berasa,"27,2",146,1
0,0,"0,004660685257","0,01096242753","0,00285187289","1,473473588","36,45009621","0,01477437449","0,002211819933","0,03937604363","0,03498973276","109,5867221","13,50863847","0,2450292439","7,087175968","1,658074859","4,853560508","0,9593178485","0,4568337625","0,8219162389","0,6243070315","1,749778403",Tidak Berbau,8,"1,092897561",Tidak Berasa,"27,2",140,1
0,0,"0,0009441895223","0,03097283002","0,001693100075","2,24196211","25,7153991","0,05986957155","0,003444327136","0,05120111143","0,09958794377","21,71694324","43,31551605","0,06261625494","7,435225231","2,820430122","158,070321","1,850607857","0,5308991045","0,2933525519","0,8675322989","4,098834088",Tidak Berbau,3,"1,820296675",Tidak Berasa,"27,2",465,1
0,0,"0,0004102303569","0,03995591174","0,002206426545","1,752816601","39,67509324","0,05480419146","0,006803667674","0,1758116673","0,1862891934","426,9282353","237,6885853","0,06547790421","7,212852055","0,006554312714","158,3085673","0,04211060479","0,2326315884","0,8532604881","0,904984945","1,329267376",Tidak Berbau,10,"3,33879384",Tidak Berasa,"26,2",148,1
0,0,"0,001604449908","0,01626250726","0,001190698172","1,499084116","17,57599195","0,06672514652","0,0007494156012","0,04537623955","0,1037307609","387,8659111","162,1156095","0,2186761862","7,461085921","2,148553121","82,18310169","0,645163771","0,5011484469","0,612387905","1,109609353","2,124543907",Tidak Berbau,6,"2,101580651",Tidak Berasa,"26,2",89,1
0,0,"0,004734836999","0,004864064653","0,002939888334","0,3809679152","40,22620931","0,04876084087","0,005918869483","0,09102327736","0,2768442533","333,1698232","218,2471442","0,3944317501","6,865922483","0,3566489795","149,2282733","1,727499777","0,5688294736","0,4405038662","1,374452025","3,928011903",Tidak Berbau,4,"2,941908493",Tidak Berasa,"27,2",22,1
0,0,"0,005656914312","0,04325956907","0,0008344847051","1,405319662","18,14087848","0,03091326868","0,006724213562","0,05799897474","0,007619864579","210,2668005","123,4096232","0,3120334845","8,339543165","2,157543004","134,6113704","0,4665797046","0,2438825451","0,4553717358","1,483912981","4,293511691",Tidak Berbau,3,"3,618279461",Tidak Berasa,"28,2",446,1
0,0,"0,003238219079","0,004527864282","0,001192118391","2,566378288","42,76652917","0,04763823817","0,004813944237","0,06724930005","0,02752962524","190,3341249","102,3171617","0,3046125158","6,50620725","1,156564978","75,30947574","1,576519903","1,202977103","0,559748087","0,8457398243","1,562287928",Tidak Berbau,9,"2,438186393",Tidak Berasa,"28,2",375,1
0,0,"0,00834820535","0,0340377918","0,0005473295595","2,683940921","25,30167004","0,05257767675","0,0009085835911","0,0004962094844","0,09252934052","123,5376544","173,2436731","0,1667580804","6,77182059","2,741834523","98,32946943","1,702709324","0,9567978981","0,8361964489","1,744041799","2,590578209",Tidak Berbau,4,"1,660261439",Tidak Berasa,"27,2",383,1
0,0,"0,002724023661","0,04218854202","0,0005089524389","0,3317424316","30,17873181","0,01525189657","0,003405758907","0,1652127988","0,265697545","384,3362012","16,48423345","0,1128967104","6,734698095","2,931519842","77,72010104","1,70324704","0,08499963976","0,9954820983","0,2090490214","1,329247072",Tidak Berbau,10,"0,6040927965",Tidak Berasa,"28,2",136,1
0,0,"0,007158947132","0,04345317671","0,0006864752782","2,460327423","48,02381952","0,06632552343","0,0005020611208","0,06669935312","0,00274624171","453,6874996","117,1223493","0,05391830192","7,86919652","1,94775347","15,54190449","1,883478687","1,409622397","0,2809264856","0,4578098549","4,545321366",Tidak Berbau,5,"4,852350364",Tidak Berasa,"28,2",418,1
0,0,"0,003833116739","0,03532345165","0,002588789294","2,289349958","46,10214705","0,008405082721","0,003749559765","0,08293039977","0,09161624253","342,3759605","89,29245461","0,3907274101","7,985022825","1,804872018","227,33451","1,340122589","0,2793030471","0,6267698572","0,5938672195","1,138908372",Tidak Berbau,3,"1,352669363",Tidak Berasa,"28,2",432,1
0,0,"0,001089544489","0,008343842094","0,00244300547","0,4886196109","12,80973347","0,06717789912","0,009920657899","0,04891197151","0,01899897864","247,5216495","15,99539014","0,3445384888","7,963836346","2,793824668","176,1489121","1,422094509","1,067696396","0,7038773468","1,897651661","1,594577756",Tidak Berbau,4,"4,617652066",Tidak Berasa,"30,1",496,1
0,0,"0,004031657747","0,02856732013","0,00100004302","1,855774287","16,67832882","0,03522202169","0,002494191193","0,05062972938","0,0443263374","162,7459512","173,207161","0,1704382437","6,543990709","1,643971352","30,96178622","0,1547873464","0,1411744635","0,5013889757","1,458184666","3,815276304",Tidak Berbau,14,"3,33146855",Tidak Berasa,"31,1",464,1
0,0,"0,004484507511","0,0302171522","0,001002777566","0,3693174006","9,31366437","0,02701246255","0,009249464657","0,02683962904","0,171530746","498,4912201","52,51804076","0,1559431506","8,358542941","2,627936026","4,717910803","1,566775607","0,1650780514","0,948248733","0,5372780826","2,992976113",Tidak Berbau,11,"1,242269705",Tidak Berasa,"26,2",26,1
0,0,"0,003009530787","0,04856618965","0,001859541781","1,73892357","47,74255308","0,02274955033","0,002830927275","0,09708173156","0,03702293731","252,7832285","150,7025052","0,3140709393","8,226172795","1,833924723","10,68374736","1,547678793","0,05366217972","0,9216015694","0,6524719736","1,903259213",Tidak Berbau,13,"2,068639688",Tidak Berasa,"29,2",64,1
0,0,"0,00914130719","0,04451939256","0,0005361492455","1,26875487","22,76555672","0,001744158805","0,002857679341","0,120953908","0,0796436805","435,991823","81,99121202","0,1310251031","8,016651803","1,034889098","27,0063739","1,525572055","1,158043922","0,7013591917","1,329774927","0,6749127909",Tidak Berbau,8,"4,355633049",Tidak Berasa,"28,2",461,1
0,0,"0,008545589719","0,02475180638","0,002399024115","0,8330566866","28,8137122","0,004360814068","0,006491346073","0,02685120798","0,202529606","293,2653079","91,5314483","0,3121910777","7,972210618","1,238039953","217,1694665","0,1659716008","1,245857958","0,8177194216","1,894206168","3,171149635",Tidak Berbau,12,"2,070325711",Tidak Berasa,"27,2",76,1
0,0,"0,0001744927084","0,02879994641","0,002372546478","0,02168152841","32,57431633","0,05625585203","0,003401920176","0,1866809597","0,07671613458","397,3171008","201,7966886","0,0501878175","6,926185535","2,898439452","1,176955135","1,582343701","0,07009962206","0,7566051593","1,487938097","3,498707639",Tidak Berbau,7,"4,748728971",Tidak Berasa,"27,2",224,1
0,0,"0,007325820092","0,01240152798","0,0007936556517","2,497481703","41,16622825","0,05851551609","0,00771400533","0,1886526841","0,2404493224","462,4124144","4,208188226","0,3470721845","7,78511711","0,7790436115","202,7397409","0,7953202771","0,5639373783","0,3176475513","1,418156454","3,771349542",Tidak Berbau,3,"4,269910313",Tidak Berasa,"28,2",491,1
0,0,"0,006080653311","0,0377396242","0,002367380115","2,403569849","12,94095509","0,01486232903","0,002373746942","0,04798889672","0,04507925775","409,8808473","138,9909055","0,07237524701","7,149824456","1,981385662","24,67321169","0,4933220549","0,1394094374","0,3331503181","1,204377362","5,448388876",Tidak Berbau,5,"2,468364323",Tidak Berasa,"28,2",213,1
0,0,"0,003205459317","0,0320979105","0,001753867759","1,063516093","33,16516004","0,05674209022","0,004713151301","0,1353332675","0,00468415532","259,9097627","159,5703169","0,06125428965","7,804246221","0,02709872951","59,48832929","0,9429403255","0,5163230298","0,9423099411","0,3757699416","0,2361265835",Tidak Berbau,1,"1,449752962",Tidak Berasa,"29,2",265,1
0,0,"0,006645501624","0,00426191542","0,002927338009","1,876906396","38,30978354","0,0534914727","0,008250152764","0,06072457632","0,2241000738","436,1904201","97,74343664","0,08666830008","7,70088972","1,283381186","134,7066932","1,738140325","1,457001776","0,3464459963","1,014042069","2,088298842",Tidak Berbau,10,"2,683002852",Tidak Berasa,"28,2",341,1
0,0,"0,001910221674","0,0186139131","0,0003450714571","2,912484082","24,96629626","0,06572781603","0,005250384362","0,1597788215","0,2021743528","47,66397931","205,305604","0,1739678965","7,140134339","2,325389211","236,4295855","1,516727622","0,3149991884","0,7409339462","1,004672361","1,046471973",Tidak Berbau,9,"4,746711339",Tidak Berasa,"28,2",126,1
0,0,"0,005752816856","0,04584312409","0,001229382543","2,807124091","19,96857034","0,06988742728","0,00871460863","0,05527050432","0,05866649541","74,70112554","19,52190458","0,3126001344","7,078261371","0,1710639512","6,149348107","0,1503057041","1,052004628","0,3768980254","1,853509241","3,566132696",Tidak Berbau,14,"3,439098131",Tidak Berasa,"27,2",207,1
0,0,"0,001380094286","0,04827141223","0,001188577852","2,055015654","36,08964661","0,05077214752","0,007418458009","0,1126682635","0,2283215069","247,5799974","179,3709182","0,3205756169","8,208564368","2,547175698","121,4667631","0,6545068854","0,5795849896","0,9617522121","1,435794461","2,410805681",Tidak Berbau,11,"0,6774666774",Tidak Berasa,"28,2",105,1
0,0,"0,001329430869","0,0131455164","0,0007619497729","0,804903036","48,67971144","0,04204259075","0,007895500589","0,1482330919","0,1012500239","329,4843014","8,131749531","0,1300744714","7,16910751","0,03534660802","13,81502262","1,079566072","0,6809897481","0,9017353904","0,4837495103","4,482403253",Tidak Berbau,11,"4,781254573",Tidak Berasa,"30,1",49,1
0,0,"0,006858039229","0,005556006676","0,001985383387","1,88803368","21,63642319","0,01693359268","0,003962756003","0,08252245441","0,1024688278","412,2736059","166,1762749","0,1716000923","7,718747948","2,644720865","25,02694534","1,99050993","1,069714669","0,7304303172","1,683668518","5,02517713",Tidak Berbau,13,"2,607518453",Tidak Berasa,"29,2",30,1
0,0,"0,00515532422","0,04258586041","0,001206337654","0,2625734412","45,6440126","0,06027786301","0,001214191564","0,01303598958","0,2070183906","113,0430536","215,9972744","0,2942661668","7,312872703","1,437191681","228,4181522","1,208511808","1,259426436","0,2903075361","1,701205354","5,167566834",Tidak Berbau,14,"3,850632182",Tidak Berasa,"27,2",75,1
0,0,"0,008682943288","0,01097960547","0,002800750161","0,1392758993","25,81178975","0,06555774215","0,003439341565","0,05157302184","0,0472924443","368,6687729","90,66298728","0,316906187","7,854469142","1,414669574","93,08236923","1,394451928","0,9672174127","0,6405983963","1,156160599","0,5000134741",Tidak Berbau,12,"1,58345432",Tidak Berasa,"28,2",362,1
0,0,"0,009178916305","0,04519547582","0,002243925258","1,827947275","31,78237612","0,05541151762","0,004373423196","0,05420331159","0,142204524","96,11251539","85,28153411","0,3740938852","6,544803879","0,7611724689","94,4651873","0,280310881","0,4611186943","0,332046241","0,8368804559","4,997066776",Tidak Berbau,1,"4,200068891",Tidak Berasa,"28,2",204,1
0,0,"0,003610113019","0,01428012764","0,0003445057074","0,4680890635","38,61999024","0,004808319799","0,007568828051","0,1789011741","0,2117247623","59,77675529","212,4108232","0,1572658045","7,360654742","1,420058815","125,6011892","0,8199912189","0,9123556199","0,2709152525","0,4279072159","2,786047967",Tidak Berbau,7,"4,562049626",Tidak Berasa,"27,2",231,1
0,0,"0,007431740573","0,004808826774","0,00186189078","1,498113694","24,84101856","0,01525333568","0,003906553825","0,1001286529","0,04616764305","71,45277113","158,7286093","0,1529847708","6,740272615","0,4452522211","69,79509398","1,772225868","0,5878683182","0,9480820556","1,166674762","4,090319659",Tidak Berbau,1,"1,258337928",Tidak Berasa,"28,2",334,1
0,0,"0,0006836146245","0,02160698547","0,001906848511","1,173007506","13,20280385","0,05984802642","0,005404069049","0,04198204952","0,2492377553","411,0898238","109,6363236","0,09118353153","7,689648723","2,939214926","119,4015012","0,5980671631","0,5199868612","0,9162770033","1,750030546","2,768143087",Tidak Berbau,14,"2,427915657",Tidak Berasa,"30,1",451,1
0,0,"0,008292102053","0,009323581305","0,0009870809132","1,451943836","49,41120005","0,02316773499","0,001238650741","0,1902136273","0,01830426358","25,11057589","67,3972218","0,1871521991","7,80642261","0,5195154019","167,050534","0,6052616836","0,3876995917","0,3734088992","0,7962854959","2,339543092",Tidak Berbau,0,"0,3673251318",Tidak Berasa,"30,1",379,1
0,0,"0,004334112318","0,006590481352","0,002473698303","2,968132046","36,29080652","0,03466410636","0,008779336989","0,06675449219","0,2365497478","85,98074607","133,3938214","0,2620783176","6,706230689","1,178824213","11,11032092","1,956997013","1,391153636","0,9047581368","0,593787472","1,764042248",Tidak Berbau,0,"4,685372162",Tidak Berasa,"26,2",420,1
0,0,"0,007393465058","0,01850011457","0,002514588348","1,891050609","15,98964477","0,0600717559","0,001602434697","0,02602568292","0,2741138013","267,0831978","100,9443156","0,2001853639","7,865621299","0,3244602421","16,92411507","1,604966094","0,3917191289","0,8904508762","0,2194339745","1,978118878",Tidak Berbau,0,"0,2228652557",Tidak Berasa,"27,2",325,1
0,0,"0,007866166389","0,02251746821","0,001895176779","2,197760486","3,02995013","0,02065584657","0,003123109497","0,1627840648","0,1551112361","281,8770862","36,99664326","0,2635289536","7,98915486","2,424282565","130,1745468","1,301923734","0,1146686947","0,976794635","1,472558838","2,912801295",Tidak Berbau,3,"2,247214284",Tidak Berasa,"27,2",362,1
0,0,"0,008130914835","0,04091313429","0,001333753251","1,97687657","8,731864784","0,06234418546","0,00165744584","0,1397957188","0,2981675127","336,5165481","106,797209","0,2053540479","8,102467942","2,733681728","87,25740396","0,06931182441","0,04266907674","0,213309248","0,4437183925","4,354121659",Tidak Berbau,2,"0,6313119745",Tidak Berasa,"27,2",405,1
0,0,"0,00300402697","0,00327575726","0,0008459108367","1,637677996","44,34028176","0,04616786834","0,004550880933","0,1627876126","0,2355388381","144,9383927","148,2019558","0,3933776085","7,946954153","0,296243996","54,38625065","0,8041269387","1,210323901","0,7016455749","1,60335193","2,918961166",Tidak Berbau,4,"1,495914195",Tidak Berasa,"27,2",200,1
0,0,"0,002740045008","0,01553883204","0,001468431049","0,8729648392","44,76475985","0,05056233174","0,003062795326","0,1300032284","0,1942784493","76,3282191","96,69122063","0,2218692547","7,565592894","2,553487078","94,93040677","0,5602473425","0,9527603401","0,9937595917","0,4597197069","3,544570364",Tidak Berbau,7,"4,899038731",Tidak Berasa,"27,2",486,1
0,0,"0,00713987308","0,0414829422","0,0004611732668","1,516955258","20,67193139","0,004552499641","0,0004448883796","0,04415427206","0,008403146621","436,2257164","100,1450888","0,187373333","6,890475963","0,9386881094","181,4525292","1,004984462","1,431168335","0,9334548331","0,3025457731","4,445435296",Tidak Berbau,4,"2,45002908",Tidak Berasa,"28,2",134,1
0,0,"0,00009023317334","0,000770977514","0,002728546902","1,59720562","30,68062615","0,06356380573","0,003366902346","0,06145673226","0,259570526","44,3415315","37,69495506","0,2528611658","6,596320232","1,074716615","43,70099647","0,1756784096","0,5344218241","0,8366377143","0,6577182904","3,048962883",Tidak Berbau,11,"3,691024058",Tidak Berasa,"27,2",291,1
0,0,"0,001609559594","0,01313518581","0,002207429773","1,530359981","40,1651111","0,03118431732","0,001991874562","0,02417054605","0,06177676568","484,2027929","26,4944619","0,2173056144","8,133852656","2,740766622","12,07549018","0,7053878231","0,4648279646","0,5629365746","1,781170976","3,148441487",Tidak Berbau,14,"1,8842773",Tidak Berasa,"27,2",392,1
0,0,"0,006462931404","0,02502743738","0,002963647456","1,514212409","29,14189173","0,02033126157","0,004747431098","0,1302718362","0,1150800859","357,5917808","33,32759959","0,2167453403","6,97384552","1,305688984","178,7561644","1,994349499","0,2798412383","0,7275019552","0,4450772783","4,427023152",Tidak Berbau,5,"4,008124481",Tidak Berasa,"26,2",344,1
0,0,"0,007225773","0,01420767626","0,0002330559568","2,702272402","32,82103735","0,011456171","0,004686813972","0,001098835734","0,1234899358","275,6936238","31,48488544","0,05605379158","7,045380068","2,661517692","149,6562661","1,570816967","1,493209587","0,7609820344","1,581236699","2,612872609",Tidak Berbau,3,"0,09561958775",Tidak Berasa,"28,64",116,1
0,0,"0,007021037767","0,04956040952","0,001373202383","0,2426192898","43,05044856","0,03286647068","0,006738158454","0,172204722","0,2726146016","132,4241173","172,8031566","0,1968975443","6,50254346","1,500025208","111,5178273","1,189599076","0,08795957777","0,405797551","1,344503803","1,154862428",Tidak Berbau,10,"0,8618714633",Tidak Berasa,"28,64",17,1
0,0,"0,008725946755","0,01857718898","0,0006125833836","2,421396896","20,28116895","0,0532036909","0,006200012013","0,03135978353","0,08433780253","315,5528285","23,06449685","0,3227402423","7,812344471","0,3119460942","82,9752879","0,2229541621","0,7934714499","0,559987955","1,268585192","3,140955874",Tidak Berbau,14,"1,415096318",Tidak Berasa,"28,64",438,1
0,0,"0,009794557314","0,04055065691","0,002979007277","0,3900256272","19,29972961","0,01127326125","0,002024953013","0,03126721642","0,07839914851","403,4095116","70,20828151","0,2553515387","8,20925851","2,223777164","68,28568045","1,20778155","0,7699542967","0,541079885","1,478452789","4,466275379",Tidak Berbau,0,"4,982560393",Tidak Berasa,"29,65",237,1
0,0,"0,007322376989","0,00124040792","0,001747990236","0,06403796178","34,53073728","0,03849799692","0,0006084378662","0,05074207496","0,1261881158","271,2550994","148,5793164","0,03655148697","8,247719309","1,691064091","174,4374003","0,604807738","0,8403622439","0,5625942465","1,559996893","1,330225671",Tidak Berbau,3,"0,7870986337",Tidak Berasa,"28,64",289,1
